Label,Description
0,Accident on Habersham Rd at GA-237 Piedmont Rd.
1,Accident on exit ramp from I-20 Eastbound at Exits 60 60A 60B to US-23.
0,Accident on GA-141 Peachtree Rd near Tower Place Dr.
1,Accident on I-285 Northbound at Exit 9 GA-139 Martin Luther King Jr Dr.
0,Accident on North Ave at Boulevard.
0,Accident on US-23 Moreland Ave at Custer Ave.
1,Accident on I-75 Southbound at Exits 246 248A I-85 I-75.
0,2 right lane blocked and very slow traffic due to accident on GA-400 Southbound at Exit 4C Hammond Dr.
0,Accident on Northyards Blvd at US-29 North Ave.
0,Accident on GA-139 Martin Luther King Jr Dr near Boulder Park Dr.
0,Accident on Peachtree St Northbound at 5th St.
0,Accident on US-29 Ponce de Leon Ave at US-278 Juniper St.
1,Two lanes blocked due to accident on I-285 Westbound before I-75.
0,Accident on North Ave at Angier Ave.
1,One lane blocked and very slow traffic due to accident on I-285 Southbound after Exits 33 34 Chamblee Tucker Rd.
0,2 right lane blocked and very slow traffic due to accident on GA-400 Northbound at Exits 5 5A 5B Abernathy Rd.
0,Accident on GA-237 Piedmont Rd Northbound at GA-141 Peachtree Rd.
0,Accident on US-29 North Ave at US-278 Juniper St.
1,Two lane blocked due to accident on I-75 Northbound at Exits 258 259A Cumberland Blvd.
1,Four lane blocked due to accident on I-75 Northbound at I-85 I-75.
0,Accident on GA-6 Camp Creek Pkwy Southbound near I-285.
0,Three lane blocked due to accident on Flat Shoals Rd both ways at I-85.
1,Accident on I-75 Southbound at Exits 250 251 I-85.
0,Accident on GA-400 Southbound at Exits 1A 1B Sidney Marcus Blvd.
1,Accident on I-285 Southbound at Exit 9 GA-139 Martin Luther King Jr Dr.
1,Accident on I-75 Northbound at Exit 252 Howell Mill Rd.
1,Right hand shoulder blocked due to accident on I-75 Southbound at Exit 252 Howell Mill Rd.
0,Accident on Martin Luther King Jr Dr at Pryor St.
0,Accident on US-23 Moreland Ave at I-20.
0,Accident on Peachtree St near Ralph McGill Blvd.
0,Accident on US-78 North Ave at US-29 North Ave.
1,Accident on I-75 Southbound at Exit 244 I-85 I-75.
1,Slow traffic right lane blocked and right hand shoulder blocked due to accident on I-285 Eastbound at Exits 33 34 Chamblee Tucker Rd.
1,Accident on I-75 Southbound at Exits 249C 249D I-85 I-75.
0,Accident on Harwell Rd at GA-139 Martin Luther King Jr Dr.
0,Accident on GA-141 Peachtree Rd at GA-237 Piedmont Rd.
1,Accident on I-75 Northbound at Ralph David Abernathy Blvd.
0,Accident on US-29 North Ave at US-41 Northside Dr.
1,Accident on I-20 Westbound at Exits 56B 57 I-75.
1,Accident on I-20 Eastbound at Exits 56B 57 I-75.
0,Accident on Hank Aaron Dr at Georgia Ave.
0,Accident on US-23 Moreland Ave Northbound at Euclid Ave.
1,Accident on I-75 Northbound at I-85 I-75.
1,Accident on I-75 Southbound at Exit 249A I-85 I-75.
0,Accident on US-41 Northside Pkwy Northbound near Beechwood Dr.
0,Accident on US-29 Ponce de Leon Ave Northbound at US-278 Ponce de Leon Ave.
0,Accident on Lenox Rd at GA-141 Peachtree Rd.
1,Accident on I-285 Northbound at Exit 9 GA-139 Martin Luther King Jr Dr.
1,Exit ramp from I-75 Southbound at Exit 239 to US-19 lane blocked and shoulder blocked due to accident.
1,Left hand shoulder blocked due to accident on I-75 Northbound at Exits 242 243 I-85 I-75.
0,Accident on US-41 Metropolitan Pkwy at Avery Rd.
1,Exit ramp from I-75 Northbound at Exits 237A 238A 238B to I-285 clockwise shoulder blocked and lane blocked due to accident.
1,Accident on I-285 Westbound at Exit 55 GA-54 Jonesboro Rd.
1,Right hand shoulder blocked due to accident on I-285 Eastbound at Exit 60 GA-139 Riverdale Rd.
0,Accident on GA-400 Southbound at Exits 1A 1B Sidney Marcus Blvd.
1,Two lanes blocked due to accident on I-285 Northbound at Exit 16 Atlanta Rd.
1,Two lanes blocked due to accident on I-285 Northbound at Exit 18 Paces Ferry Rd.
1,Two lanes blocked due to accident on I-285 Westbound at Exits 33 34 Chamblee Tucker Rd.
1,#2 lane blocked due to accident on I-85 I-75 Southbound at Exit 249D I-75.
0,Accident on GA-400 Southbound at Exit 2 Lenox Rd.
1,Left lane blocked due to accident on I-20 Westbound at Exits 52 52A 52B Burton Rd.
0,Accident on Lakeshore Dr at GA-237 Piedmont Rd.
1,Accident on I-75 Northbound at Exit 254 Moores Mill Rd.
1,Two lanes blocked due to accident on I-75 Northbound at Exit 255 US-41 Northside Pkwy.
1,Accident on I-285 Northbound at Exit 13 Bolton Rd.
1,Exit ramp from I-75 Southbound at Exits 250 251 to I-85 Northbound lane blocked due to accident.
1,Accident on I-75 Northbound at Exit 252 Howell Mill Rd.
1,Right lane blocked due to accident on I-285 Westbound at Exit 24 Riverside Dr.
1,Accident on I-285 Northbound at Exits 9 10A 10B I-20.
1,Three lanes blocked due to accident on I-285 Westbound at Exit 22 New Northside Dr.
1,Right lane blocked due to accident on I-75 Southbound at Exits 246 248A I-85 I-75.
1,Accident on I-85 Southbound at Exits 86 87 GA-400.
0,Accident on Cascade Rd at Fontaine Ave.
1,HOV lane blocked due to accident on I-75 Southbound at Exits 246 248A I-85 I-75.
1,#2 lane blocked due to accident on I-75 Northbound at Exit 244 I-85 I-75.
0,Accident on Fayetteville Rd Southbound at Flat Shoals Rd.
1,Accident on I-285 Northbound at Exit 18 Paces Ferry Rd.
0,Accident on GA-400 at Exit 2 Lenox Rd.
1,Entry ramp to I-75 Northbound at Exit 20 from I-285 anticlockwise shoulder blocked and lane blocked due to accident.
0,Left hand shoulder blocked due to accident on GA-400 Northbound at Exit 2 Lenox Rd.
1,Accident on I-75 Northbound at Edgewood Ave.
1,Right lane blocked due to accident on I-285 Southbound after Exits 19 20 US-41 Cobb Pkwy.
1,One lane blocked due to accident on I-285 Southbound at Exits 19 20 US-41 Cobb Pkwy.
1,Accident on I-285 Northbound near Exit 12 US-78 Donald Lee Hollowell Pkwy.
1,Right lane blocked due to accident on I-75 Southbound at Exit 260 Windy Hill Rd.
0,Accident on US-19 Roswell Rd Southbound near Rickenbacker Dr.
1,Accident on I-85 I-75 Northbound at Exit 248C I-75.
0,Accident on GA-139 Martin Luther King Jr Dr near Harwell Rd.
1,One lane blocked due to accident on I-75 Northbound at Exits 246 248A I-85 I-75.
0,Accident on Peachtree St at 13th St.
1,Accident on I-285 Northbound at Exits 9 10A 10B I-20.
1,Accident on I-75 Southbound at Exit 249A I-85 I-75.
1,2 left lane blocked and very slow traffic due to accident on I-75 Southbound near Exits 249C 249D I-85 I-75.
1,Accident on I-20 Westbound at Exits 51A 51B I-285.
0,Left lane blocked and left hand shoulder blocked due to accident on GA-400 Southbound before Exit 2 Lenox Rd.
0,Slow traffic and left lane blocked due to accident on GA-400 Northbound after Exit 6 Northridge Rd.
1,Accident on I-85 Northbound at Exits 86 87 GA-400.
1,Accident on I-85 Southbound at Exits 84 85 I-75.
1,Accident on I-85 Southbound at Exits 84 85 I-75.
0,Accident on GA-139 Martin Luther King Jr Dr at Florida Ave.
0,Accident on Pharr Rd at GA-237 Piedmont Rd.
1,Accident on I-20 Westbound at Exits 52 52A 52B Burton Rd.
0,Accident on Honeysuckle Ln at Campbellton Rd.
1,Accident on I-85 Northbound after Exits 84 85 I-75.
1,Accident on I-75 Northbound at I-85 I-75.
1,Accident on I-75 Northbound at Exits 249C 249D I-85 I-75.
1,Accident on I-20 Eastbound at Exits 51A 51B I-285.
1,2 right lane blocked and queueing traffic due to accident on I-285 Southbound at Exits 61 62 I-85.
0,Accident on GA-154 Arthur Langford Pkwy at Mount Gilead Rd.
0,Accident on Peachtree St at US-78 North Ave.
1,Accident on I-20 Eastbound at Exits 56B 57 I-75.
1,Right hand shoulder blocked due to accident on I-75 Northbound at Fulton St.
1,Accident on I-75 Northbound at Andrew Young International Blvd.
1,Accident on I-85 Southbound at Exit 96 Pleasantdale Rd.
1,One lane blocked due to accident on I-285 Westbound at Exit 20 I-75.
1,Accident on exit ramp from I-20 Eastbound at Exits 60 60A 60B to US-23 Northbound.
1,Accident on I-75 Northbound at University Ave.
1,Accident on I-75 Northbound at Edgewood Ave.
0,Accident on GA-400 Southbound at Exit 6 Northridge Rd.
0,One lane blocked and shoulder blocked due to accident on GA-400 Southbound at Exit 2 Lenox Rd.
0,Accident on Peachtree St at 5th St.
0,Accident on Piedmont Ave at 7th St.
0,Accident on GA-154 Arthur Langford Pkwy Westbound at Delowe Dr.
1,Accident on I-75 Northbound at Exit 256 Mount Paran Rd.
0,Accident on GA-141 Peachtree Rd at Tower Place Dr.
1,Right hand shoulder blocked due to accident on I-20 Eastbound at Exits 51A 51B I-285.
1,Two right lane blocked due to accident on I-20 Westbound before Exit 53 GA-139 Martin Luther King Jr Dr.
1,Right lane blocked and right hand shoulder blocked due to accident on I-75 Southbound at Exit 260 Windy Hill Rd.
0,Accident on Fairburn Rd at GA-139 Martin Luther King Jr Dr.
1,Accident on I-75 Northbound at Exits 251 252A 252B US-41 Northside Dr.
0,Accident on Martin Luther King Jr Dr at Centennial Olympic Park Dr.
1,Accident on GA-400 Northbound at I-85.
0,Very slow traffic due to accident on GA-400 Southbound at Exits 1A 1B Sidney Marcus Blvd.
1,Accident on I-75 Southbound at Exits 249C 249D I-85 I-75.
1,Accident on I-285 Northbound at Exit 13 Bolton Rd.
0,Accident on Pharr Rd at US-19 Peachtree Rd.
1,Accident on I-85 Southbound at Exits 84 85 I-75.
1,Very slow traffic and right lane blocked due to accident on I-85 Northbound before Exit 93 Northeast Expy.
1,Exit ramp from I-75 Southbound at Exit 239 to US-19 lane blocked due to accident.
1,Accident on I-75 Southbound at Porsche Ave.
0,Accident on GA-14 Spur at I-285 Exits 61 62.
1,Accident on I-85 Northbound at Exit 88 Lenox Rd.
0,Lane blocked due to accident on GA-70 Fulton Industrial Blvd both ways at Marvin Miller Dr. Use right lane.
1,Left lane blocked due to accident on I-285 Southbound at Exit 7 Cascade Rd.
1,Right lane blocked due to accident on I-285 Northbound at Exit 12 US-78 Donald Lee Hollowell Pkwy.
0,Accident on Baker-Highland Connector Westbound at Butler St.
1,Three lanes blocked due to accident on I-285 Westbound at Exits 32 33B I-85.
1,Two lanes blocked due to accident on I-285 Eastbound at Exits 32 33B I-85.
1,One lane blocked due to accident on I-285 Eastbound at Exits 32 33B I-85.
1,Accident on I-20 Westbound at Exit 56A McDaniel St.
1,Left lane blocked due to accident on I-75 Southbound near Exits 249C 249D I-85 I-75.
1,One lane blocked due to accident on I-285 Eastbound at Exits 32 33B I-85.
1,One lane blocked and slow traffic due to accident on I-75 Northbound at Exit 249A I-85 I-75.
1,Slow traffic right lane blocked and right hand shoulder blocked due to accident on I-285 Southbound at Exits 9 10A 10B I-20.
1,Accident on I-285 Eastbound at Exit 60 GA-139 Riverdale Rd.
1,Right hand shoulder blocked due to accident on I-285 Eastbound before Exit 60 GA-139 Riverdale Rd.
1,Exit ramp from I-285 Southbound at Exits 61 62 to I-85 lane blocked due to accident.
1,Left hand shoulder blocked and left lane blocked due to accident on I-20 Eastbound at Exit 49 GA-70 Fulton Industrial Blvd.
1,Accident on I-75 Southbound at I-20 Exits 56B 57.
1,Accident on I-85 I-75 Northbound at Exit 248C I-75.
1,Left hand shoulder blocked due to accident on I-20 Eastbound at Exits 56B 57.
1,Right hand shoulder blocked due to accident on I-285 Northbound from Exits 9 10A 10B I-20 to Exit 12 US-78 Donald Lee Hollowell Pkwy.
1,Four lane blocked due to accident on I-75 Northbound at Edgewood Ave.
1,Left hand shoulder blocked due to accident on I-20 Eastbound near Exits 56B 57 I-75.
0,Left-center lane blocked due to accident on GA-141 Peachtree Industrial Blvd Northbound near Peachtree Industrial Blvd.
1,Very slow traffic right lane blocked and right hand shoulder blocked due to accident on I-285 Eastbound after Exit 20 I-75.
1,Very slow traffic left lane blocked and left hand shoulder blocked due to accident on I-285 Northbound before Exit 9 GA-139 Martin Luther King Jr Dr.
1,Accident on I-85 Northbound at Exits 86 87 GA-400.
1,Center lane blocked due to accident on I-75 Northbound at Exit 260 Windy Hill Rd.
1,Right lane blocked and right hand shoulder blocked due to accident on I-85 Northbound after Exits 84 85 I-75.
1,One lane blocked due to accident on I-75 Southbound at Exits 246 248A I-85 I-75.
1,Very slow traffic and right lane blocked due to accident on I-75 Southbound at Exits 250 251 I-85.
1,Slow traffic left lane blocked and left hand shoulder blocked due to accident on I-285 Southbound between Exit 15 GA-280 Cobb Dr and Exit 13 Bolton Rd.
1,Two lanes blocked due to accident on I-75 Northbound at Exits 237A 238A 238B I-285.
1,Left lane blocked due to accident on I-285 Northbound at Exits 9 10A 10B I-20.
1,Left hand shoulder blocked due to accident on I-75 Northbound at I-85 I-75.
0,Accident on GA-400 Southbound at Exit 6 Northridge Rd.
1,Left-center lane blocked due to accident on I-85 Southbound near Exit 86.
0,Right lane blocked due to accident on GA-400 Southbound near Exit 4B I-285.
1,Three lanes blocked due to accident on I-85 Southbound at Exit 88 Lenox Rd.
1,Right hand shoulder blocked due to accident on I-85 Northbound before Exit 66 Flat Shoals Rd.
1,Center lane blocked due to accident on I-285 Westbound after Exit 60 GA-139 Riverdale Rd.
1,Left lane blocked due to accident on I-285 Eastbound at Exit 51 Bouldercrest Rd.
1,Right lane blocked due to accident on I-20 Eastbound at Exit 54 Langhorn St.
1,Left hand shoulder blocked due to accident on I-75 Northbound at Exit 260 Windy Hill Rd.
1,Right hand shoulder blocked due to accident on I-85 I-75 Northbound at Exit 248C I-75.
1,Three lanes blocked due to accident on I-85 Southbound at Exits 95 95A 95B 96 I-285.
1,Entry ramp to I-85 Eastbound from Cheshire Bridge Rd NE Northbound closed due to stalled vehicle.
1,Right lane blocked due to accident on I-285 Northbound at Exit 12 US-78 Donald Lee Hollowell Pkwy.
0,Two lanes blocked due to accident on GA-400 Southbound at Exit 4B I-285.
1,Entry ramp to Northside Dr at Exit 22 from I-285 clockwise lane blocked due to accident.
1,Exit ramp from I-20 Eastbound at Exits 51A 51B to I-285 Westbound lane blocked due to accident.
1,Two lanes blocked due to accident on I-20 Westbound at Exits 52 52A 52B Burton Rd.
1,Two lanes blocked due to accident on I-85 Northbound at I-285.
1,Left lane blocked due to accident on I-85 Northbound at I-285.
1,Left hand shoulder blocked due to accident on I-75 Southbound at Exits 250 251 I-85.
1,Lane blocked due to accident on I-285 Eastbound at Exit 25 US-19.
1,Accident on I-20 Eastbound before Exit 56A McDaniel St.
1,Accident on I-20 Westbound at Exits 59A 59B Boulevard.
1,Accident on I-85 Southbound at Exit 94 Chamblee Tucker Rd.
1,HOV lane blocked due to accident on I-85 Southbound near Exit 96 Pleasantdale Rd.
1,Exit ramp from I-75 Southbound at Exits 249C 249D to Williams St lane blocked due to accident.
1,Very slow traffic right lane blocked and right hand shoulder blocked due to accident on I-85 Southbound near Exits 84 85 I-75.
0,2 left lane blocked and very slow traffic due to accident on GA-400 Northbound after Exits 5 5A 5B Abernathy Rd.
1,3 right lane blocked and very slow traffic due to accident on I-85 Northbound after Exit 93 Northeast Expy.
1,2 right lane blocked and very slow traffic due to accident on I-85 Northbound near Exits 86 87 GA-400.
1,Right lane blocked and right hand shoulder blocked due to accident on I-285 Eastbound near Exit 22 New Northside Dr.
1,#1 #2 lane blocked due to accident on I-285 Westbound at Exit 24 Riverside Dr.
1,2 left lane blocked and very slow traffic due to accident on I-285 Eastbound after Exit 60 GA-139 Riverdale Rd.
1,Accident on I-75 Northbound at I-20 Exits 56B 57.
1,Left hand shoulder blocked due to accident on I-75 Northbound at Andrew Young International Blvd.
1,Right hand shoulder blocked due to accident on GA-400 Northbound at I-85.
1,Accident on I-75 Northbound at Andrew Young International Blvd.
1,Accident on I-75 Southbound at US-78 North Ave.
1,Accident on I-75 Northbound at Fulton St.
0,Accident on US-29 North Ave at Courtland St.
0,Accident on Peachtree St at 17th St.
1,Two right lane blocked due to accident on I-85 Southbound before Exits 95 95A 95B 96 I-285.
0,Accident on GA-139 Martin Luther King Jr Dr between Lynhurst Dr and Sheffield Dr.
1,Accident on I-75 Southbound at Exits 249C 249D I-85 I-75.
0,Accident on North Ave at Central Park Pl.
1,Accident on I-75 Northbound at Exits 250 251 I-85.
1,2 right lane blocked very slow traffic and right hand shoulder blocked due to accident on I-285 Southbound after Exit 12 US-78 Donald Lee Hollowell Pkwy.
0,Accident on US-29 North Ave at US-41 Northside Dr.
1,Accident on I-75 Southbound at Exits 250 251 I-85.
0,Accident on GA-141 Peachtree Rd at Around Lenox Rd.
0,Accident on 7th St at Peachtree St.
0,Accident on GA-237 Piedmont Rd at Paces Ferry Rd.
0,Accident on GA-141 Peachtree Rd at GA-237 Piedmont Rd.
0,Accident on GA-139 Martin Luther King Jr Dr at I-285.
1,Accident on I-75 Southbound at Exits 250 251 I-85.
0,Accident on Boulevard Northbound at North Ave.
0,Accident on Boulevard at North Ave.
1,Accident on I-85 Southbound at Exit 96 Pleasantdale Rd.
1,Two lane blocked due to accident on GA-400 Southbound at Exit 6 Northridge Rd.
1,Right hand shoulder blocked due to accident on I-75 Northbound near Exits 237A 238A 238B I-285.
1,Accident on I-20 Westbound at Exit 61B GA-260 Glenwood Ave.
1,Accident on I-20 Westbound at Exits 58A 58B Hill St.
0,Accident on Boulevard at GA-154 Memorial Dr.
1,Accident on I-75 Southbound at US-78 North Ave.
0,Accident on North Ave at GA-10 Freedom Pkwy.
0,Accident on Campbellton Rd at Fort Valley Dr.
1,Accident on I-20 Westbound at Exit 61B GA-260 Glenwood Ave.
1,Accident on I-20 Westbound at Exits 59A 59B Boulevard.
1,Accident on I-20 Westbound at Exits 60 60A 60B US-23 Moreland Ave.
0,Three lanes blocked due to accident on GA-154 Memorial Dr both ways at Warren St.
1,Accident on I-85 Southbound at Exits 86 87 GA-400.
1,Accident on I-85 Northbound at Exit 88 Lenox Rd.
1,One lane blocked due to accident on I-20 Westbound at Exits 59A 59B Boulevard.
1,Delays due to accident on I-75 Northbound at Edgewood Ave.
1,Left hand shoulder blocked due to accident on I-75 Southbound at Exit 254 Moores Mill Rd.
0,Accident on Peachtree St near Brotherton Transportation Mall.
1,Right hand shoulder blocked due to accident on I-85 Northbound at Exits 86 87 GA-400.
1,Right hand shoulder blocked due to accident on I-75 Northbound near Exits 242 243 I-85 I-75.
0,Accident on Grant St at US-41 Metropolitan Pkwy.
1,Accident on I-285 Northbound at Exit 9 GA-139 Martin Luther King Jr Dr.
0,Accident on US-29 Ponce de Leon Ave at Bonaventure Ave.
0,Accident on GA-237 Piedmont Rd at GA-141 Peachtree Rd.
0,Accident on North Ave at Glen Iris Dr.
0,Accident on 14th St at Piedmont Ave.
1,Two lanes blocked and slow traffic due to accident on I-75 Southbound at Exits 248C 248D I-85 I-75.
1,Accident on I-285 Northbound at Exit 12 US-78 Donald Lee Hollowell Pkwy.
0,Accident on GA-237 Piedmont Rd at Pharr Rd.
1,Accident on I-75 Northbound at Exit 256 Mount Paran Rd.
0,Accident on GA-141 Peachtree Rd Northbound at GA-237 Piedmont Rd.
1,Accident on I-85 Southbound at Exit 88 Lenox Rd.
0,Accident on GA-139 Martin Luther King Jr Dr at Fairburn Rd.
0,Accident on US-19 Peachtree St Northbound at GA-13.
1,Accident on I-285 Northbound at Exit 13 Bolton Rd.
1,Accident on I-285 Eastbound at Exits 9 10A 10B I-20.
1,Accident on I-20 Westbound at Exit 55B Park St.
1,Accident on I-75 Southbound at Exits 250 251 I-85.
1,Accident on I-85 Southbound at Exits 86 87 GA-400.
0,Accident on Peachtree St near Linden Ave.
0,Accident on US-29 Ponce de Leon Ave at Barnett St.
0,Accident on US-19 Peachtree Rd Northbound at Collier Rd.
1,Accident on I-75 Southbound at I-85 I-75.
1,Accident on I-85 Southbound after Exit 86.
1,Accident on I-85 Southbound at Exits 84 85 I-75.
1,Slow traffic left lane blocked and left hand shoulder blocked due to accident on I-285 Eastbound after Exit 30 Savoy Dr.
1,Accident on I-75 Southbound at Exits 246 248A I-85 I-75.
0,Accident on Cleveland Ave at Steele Ave.
1,Very slow traffic right lane blocked and right hand shoulder blocked due to accident on I-285 Eastbound after Exit 60 GA-139 Riverdale Rd.
1,Two lane blocked and left hand shoulder blocked due to accident on I-285 Southbound between GA-154 Campbellton Rd and GA-6 Camp Creek Pkwy.
0,Accident on US-23 Moreland Ave at Metropolitan Ave.
0,Accident on Mount Paran Rd Northbound at US-41 Northside Pkwy.
1,Accident on I-75 Northbound at University Ave.
0,Accident on US-29 North Ave at US-278 Juniper St.
1,Accident on exit ramp from I-75 Northbound at Exits 251 252A 252B to Howell Mill Road Northbound.
0,Accident on US-23 Moreland Ave at Eden Ave.
1,Accident on I-85 Northbound at Exits 86 87 GA-400.
1,Lane blocked due to accident on I-85 Northbound at Exits 84 85 I-75.
1,Left two lane blocked due to accident on I-285 Westbound after Exits 32 33A US-23 Buford Hwy.
0,Accident on Wieuca Rd at GA-141 Peachtree Rd.
0,Accident on Paces Ferry Rd at Peachtree Dr.
1,Right two lane blocked due to accident on I-20 Westbound at Exits 58A 58B Hill St.
1,Right-middle lane blocked due to accident on I-75 Northbound after University Ave.
0,Accident on Peachtree Dr at GA-237 Piedmont Rd.
1,Accident on I-75 Southbound at Exits 248C 248D I-85 I-75.
1,Accident on I-285 Southbound at Exit 12 US-78 Donald Lee Hollowell Pkwy.
1,Accident on I-75 Southbound at Exits 250 251 I-85.
1,Accident on I-85 Southbound at Exit 88 Lenox Rd.
0,Accident on Piedmont Ave Northbound at Ralph McGill Blvd.
0,Accident on US-19 Peachtree Rd Northbound at Andrews Dr.
0,Accident on Boulevard at Gartrell St.
0,Accident on Burbank Dr at Martin Luther King Jr Dr.
0,Accident on Peachtree St near 8th St.
1,Very slow traffic and left lane blocked due to accident on I-20 Westbound after Exits 51A 51B I-285.
1,Accident on I-285 Westbound at Exits 9 10A 10B I-20.
1,Accident on US-23 Moreland Ave at Custer Ave.
1,#1 #3 #4 lane blocked right hand shoulder blocked and left hand shoulder blocked due to accident on I-285 Northbound at / US-78 Bankhead Hwy.
1,One lane blocked and slow traffic due to accident on I-75 Southbound after Porsche Ave.
1,Left lane blocked and left hand shoulder blocked due to accident on I-285 Eastbound after Exits 61 62 I-85.
0,Accident on GA-154 Arthur Langford Pkwy Eastbound at Mount Gilead Rd.
1,Accident on I-20 Westbound at Exit 49 GA-70 Fulton Industrial Blvd.
1,Accident on I-285 Southbound at Exits 33 34 Chamblee Tucker Rd.
1,Accident on I-75 Northbound at I-85 I-75.
1,Accident on I-75 Northbound at Fulton St.
0,Accident on US-19 Peachtree Rd at Collier Rd.
0,Accident on US-41 Metropolitan Pkwy at University Ave.
1,Accident on I-75 Southbound at Capitol Ave.
0,Accident on Lenox Rd at GA-237 Piedmont Rd.
1,One lane blocked due to accident on I-285 Eastbound at Exits 31A 31B GA-141 Peachtree Industrial Blvd.
1,Right hand shoulder blocked due to accident on I-285 Westbound at Exit 29 Ashford Dunwoody Rd.
0,Delays due to accident on GA-400 Southbound at Exits 1A 1B Sidney Marcus Blvd.
0,Accident on Bolton Rd at GA-280 James Jackson Pkwy.
0,Accident on US-23 Moreland Ave at GA-154 Memorial Dr.
0,Accident on GA-237 Piedmont Rd near Sidney Marcus Blvd.
1,Accident on I-285 Southbound at Exits 9 10A 10B I-20.
1,Accident on I-285 Southbound at Exits 9 10A 10B I-20.
0,Accident on Arnold St at Boulevard Pl.
0,Accident on Mount Paran Rd at US-41 Northside Pkwy.
0,Accident on Martin Luther King Jr Dr near Capitol Ave.
1,2 right lane blocked and right hand shoulder blocked due to accident on I-85 Southbound before Exits 86 87 GA-400.
0,Accident on US-23 Moreland Ave at GA-260 Glenwood Ave.
1,Accident on I-75 Southbound at Exits 250 251 I-85.
1,2 right lane blocked and very slow traffic due to accident on I-75 Southbound at Exits 251 252A 252B US-41 Northside Dr.
0,Accident on US-23 Moreland Ave at Confederate Ave.
1,Slow traffic right lane blocked and right hand shoulder blocked due to accident on I-285 Northbound near Exit 9 GA-139 Martin Luther King Jr Dr.
0,Accident on US-19 Peachtree St at 25th St.
0,Accident on US-23 Moreland Ave at North Ave.
0,Accident on Peachtree St at Ponce de Leon Ave.
0,Accident on Boulevard Eastbound at US-29 Ponce de Leon Ave.
1,Accident on I-75 Southbound at Exit 260 Windy Hill Rd.
1,Two lane blocked due to accident on I-75 Northbound at I-85 I-75.
1,Accident on I-75 Northbound at Exit 241 Cleveland Ave.
1,Accident on I-75 Northbound at GA-166.
1,Three lanes blocked and right hand shoulder blocked due to accident on I-285 Westbound between Exit 55 GA-54 Jonesboro Rd and Exit 58 US-41 Old Dixie Hwy.
0,Right lane blocked and right hand shoulder blocked due to accident on GA-154 Arthur Langford Pkwy Eastbound at I-285.
0,2 right lane blocked very slow traffic and right hand shoulder blocked due to accident on GA-166 Campbellton Rd Westbound near GA-154 Campbellton Rd.
1,Slow traffic left lane blocked and left hand shoulder blocked due to accident on I-285 Eastbound at Exit 55 GA-54 Jonesboro Rd.
1,2 left lane blocked and left hand shoulder blocked due to accident on I-75 Southbound after Exit 241 Cleveland Ave.
1,Left lane blocked due to accident on I-75 Southbound at Exits 259A 259B I-285.
1,Center lane blocked due to accident on I-85 Southbound at Exit 94 Chamblee Tucker Rd.
1,Left hand shoulder blocked due to accident on I-75 Northbound at Exits 251 252A 252B US-41 Northside Dr.
1,Right lane blocked due to accident on I-85 Southbound at Exit 94 Chamblee Tucker Rd.
1,Accident on I-285 Southbound at Exit 13 Bolton Rd.
1,Left lane blocked and HOV lane blocked due to accident on I-85 Southbound before Exit 96 Pleasantdale Rd.
1,Right hand shoulder closed due to accident on I-285 Northbound at Exit 7 Cascade Rd.
1,Accident on I-85 Northbound at Exit 88 Lenox Rd.
0,Right lane blocked due to accident on Abernathy Rd Northbound at GA-400.
1,One lane blocked due to accident on I-75 Northbound at Exits 249C 249D I-85 I-75.
1,Two lanes blocked due to accident on I-285 Westbound at Exits 32 33B I-85.
1,HOV lane blocked due to accident on I-85 Northbound at Exits 86 87 GA-400.
1,Exit ramp from Lake Mirror Rd Northbound to I-75 Southbound lane blocked due to accident.
1,HOV lane blocked due to accident on I-75 Northbound at Exit 239 US-19 Central Ave.
1,Two lanes blocked due to accident on I-85 Southbound at Exits 68 69A 69B I-285.
0,Accident on Piedmont Ave at Wimbledon Rd.
1,Right hand shoulder closed due to accident on I-75 Southbound at Exits 249C 249D I-85 I-75.
1,Accident on I-75 Northbound at Exit 244 I-85 I-75.
1,Exit ramp from I-85 Southbound at Exits 84 85 to 17th St lane blocked due to accident.
1,Exit ramp from I-75 Southbound to I-85 Northbound lane blocked due to accident.
1,Left lane blocked due to accident on I-75 Southbound at Exits 249C 249D I-85 I-75.
0,Accident on GA-154 Arthur Langford Pkwy at GA-166 Arthur Langford Pkwy.
1,Right lane blocked due to accident on I-85 Northbound at Exit 76 Cleveland Ave.
0,Accident on Fairburn Rd at Howell Dr.
1,Accident on I-20 Eastbound at Exits 51A 51B I-285.
1,Accident on I-75 Northbound at Ralph David Abernathy Blvd.
0,Accident on GA-139 Martin Luther King Jr Dr at Fairburn Rd.
1,Right-center lane blocked due to accident on I-75 Southbound after I-20 .
0,Accident on US-19 Peachtree St at 18th St.
1,Left lane blocked and left hand shoulder blocked due to accident on I-20 Westbound at Windsor St.
1,Accident on I-85 Northbound at Exits 84 85 I-75.
1,Accident on I-285 Southbound at Exit 12 US-78 Donald Lee Hollowell Pkwy.
1,Accident on I-20 Eastbound at Exit 53 GA-139 Martin Luther King Jr Dr.
1,Accident on I-285 Southbound at Exit 9 GA-139 Martin Luther King Jr Dr.
0,Accident on US-23 Moreland Ave Southbound near Dekalb Ave.
1,Accident on I-285 Northbound at Exits 9 10A 10B I-20.
1,Right lane blocked and right hand shoulder blocked due to accident on I-20 Eastbound after Exits 52 52A 52B Burton Rd.
