Label,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Number,Street,Side,City,County,State,Zipcode
1,7/31/18 14:18,7/31/18 14:47,33.802696,-84.490601,,,0,,GA-407 N,R,Atlanta,Fulton,GA,30318
0,7/31/18 14:35,7/31/18 15:03,33.918606,-84.357941,,,0,,GA-400 S,R,Atlanta,Fulton,GA,30328
1,7/31/18 16:32,7/31/18 17:16,33.74424,-84.387733,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30312
1,7/31/18 16:29,7/31/18 17:14,33.767666,-84.388908,,,0,,Spring St NW,R,Atlanta,Fulton,GA,30308
0,7/31/18 16:33,7/31/18 17:18,33.70237,-84.476158,,,0,,Dodson Dr SW,R,Atlanta,Fulton,GA,30311
0,7/31/18 16:59,7/31/18 17:44,33.736069,-84.408134,,,0,691,Metropolitan Pkwy SW,R,Atlanta,Fulton,GA,30310
1,7/31/18 17:15,7/31/18 18:00,33.865131,-84.43956,,,0,,Mount Paran Rd NW,R,Atlanta,Fulton,GA,30327
1,7/31/18 17:26,7/31/18 17:55,33.757103,-84.468964,,,0,,Hamilton E Holmes Dr NW,R,Atlanta,Fulton,GA,30318
1,7/31/18 17:29,7/31/18 18:13,33.744976,-84.390343,,,0,,I-75 S,R,Atlanta,Fulton,GA,30312
0,7/31/18 17:55,7/31/18 18:40,33.801258,-84.367508,,,0,1678,Piedmont Ave NE,L,Atlanta,Fulton,GA,30324-5240
0,7/31/18 18:06,7/31/18 18:51,33.767525,-84.3815,,,0,193,Pine St NE,R,Atlanta,Fulton,GA,30308
1,7/31/18 18:06,7/31/18 18:51,33.786709,-84.391312,,,0,,I-75 S,R,Atlanta,Fulton,GA,30309
0,7/31/18 18:05,7/31/18 18:50,33.838276,-84.40799,,,0,3037,Northside Dr NW,R,Atlanta,Fulton,GA,30305
0,7/31/18 19:07,7/31/18 19:52,33.853611,-84.359573,,,0,3601,Peachtree Rd NE,R,Atlanta,Fulton,GA,30326-1210
0,7/31/18 19:06,7/31/18 19:51,33.861198,-84.38044,,,0,3901,Roswell Rd NE,R,Atlanta,Fulton,GA,30342-4143
0,7/31/18 19:14,7/31/18 19:58,33.772488,-84.381775,,,0,,Ponce de Leon Ave NE,R,Atlanta,Fulton,GA,30308
0,7/31/18 19:35,7/31/18 20:20,33.81588,-84.366615,,,0,2161,Piedmont Rd NE,R,Atlanta,Fulton,GA,30324-4129
1,7/31/18 19:53,7/31/18 20:38,33.744976,-84.390343,,,0,,I-75 S,R,Atlanta,Fulton,GA,30312
1,7/31/18 20:07,7/31/18 20:52,33.781528,-84.391205,,,0,113,10th St NW,R,Atlanta,Fulton,GA,30318
0,7/31/18 20:30,7/31/18 21:15,33.773792,-84.370598,,,0,489,Ponce de Leon Ave NE,R,Atlanta,Fulton,GA,30308-1805
0,7/31/18 20:29,7/31/18 21:14,33.852024,-84.369621,,,0,,Lenox Rd NE,R,Atlanta,Fulton,GA,30342
1,7/31/18 20:41,7/31/18 21:26,33.786896,-84.493134,,,0,,Donald Lee Hollowell Pkwy NW,R,Atlanta,Fulton,GA,30331
1,7/31/18 20:41,7/31/18 21:26,33.750885,-84.444901,,,0,,GA-402 E,R,Atlanta,Fulton,GA,30310
0,7/31/18 8:34,7/31/18 9:04,33.681293,-84.407715,,,0,,Metropolitan Pkwy SW,R,Atlanta,Fulton,GA,30315
1,7/31/18 15:13,7/31/18 15:43,33.661068,-84.497757,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30344
0,7/31/18 17:30,7/31/18 18:14,33.692108,-84.490196,,,0,,Mount Gilead Rd SW,R,Atlanta,Fulton,GA,30311
1,7/31/18 20:08,7/31/18 20:53,33.681126,-84.398689,,,0,,I-75 S,R,Atlanta,Fulton,GA,30354
1,7/31/18 22:01,7/31/18 22:31,33.63229,-84.407814,,,0,,GA-407 E,R,Atlanta,Clayton,GA,30349
0,8/1/18 4:26,8/1/18 4:55,33.852024,-84.369621,,,0,,Lenox Rd NE,R,Atlanta,Fulton,GA,30342
1,8/1/18 6:01,8/1/18 6:30,33.805599,-84.413155,,,0,1846,Howell Mill Rd NW,L,Atlanta,Fulton,GA,30318-2511
1,8/1/18 6:52,8/1/18 7:21,33.745556,-84.349213,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30316
1,8/1/18 7:21,8/1/18 7:51,33.744648,-84.390694,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30312
1,8/1/18 8:23,8/1/18 8:52,33.743267,-84.368134,,,0,,GA-402 E,R,Atlanta,Fulton,GA,30312
0,8/1/18 8:23,8/1/18 8:53,33.754593,-84.402802,,,0,4,Northside Dr SW,L,Atlanta,Fulton,GA,30313
1,8/1/18 8:39,8/1/18 9:09,33.745556,-84.349213,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30316
1,8/1/18 8:55,8/1/18 9:25,33.799355,-84.488449,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30331
1,8/1/18 9:44,8/1/18 10:28,33.765018,-84.493874,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30331
1,8/1/18 9:46,8/1/18 10:30,33.730183,-84.392754,,,0,,I-75 S,R,Atlanta,Fulton,GA,30315
1,8/1/18 10:25,8/1/18 11:09,33.900967,-84.270439,,,0.899999976,,I-285 W,R,Atlanta,DeKalb,GA,30340
1,8/1/18 10:55,8/1/18 11:39,33.786568,-84.391312,,,0,,14th St NW,R,Atlanta,Fulton,GA,30309
1,8/1/18 11:02,8/1/18 11:46,33.796211,-84.393692,,,0,,I-75 N,R,Atlanta,Fulton,GA,30309
0,8/1/18 11:12,8/1/18 11:56,33.741344,-84.349258,,,0,1201,Metropolitan Ave SE,R,Atlanta,Fulton,GA,30316-1923
0,8/1/18 11:11,8/1/18 11:41,33.837536,-84.368294,,,0,,Peachtree Dr NE,R,Atlanta,Fulton,GA,30305
1,8/1/18 11:31,8/1/18 12:16,33.915836,-84.407066,,,0,,GA-407 E,R,Atlanta,Fulton,GA,30327
1,8/1/18 12:08,8/1/18 12:38,33.736397,-84.391861,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30315
1,8/1/18 12:07,8/1/18 12:36,33.794338,-84.391586,,,0.589999974,,I-75 S,R,Atlanta,Fulton,GA,30309
1,8/1/18 12:28,8/1/18 13:14,33.885494,-84.251686,,,0,,Chamblee Tucker Rd,R,Atlanta,DeKalb,GA,30341
1,8/1/18 14:44,8/1/18 15:13,33.808521,-84.377617,,,0,,GA-403 N,R,Atlanta,Fulton,GA,30324
1,8/1/18 14:46,8/1/18 15:15,33.918591,-84.336838,,,0,,GA-407 W,R,Atlanta,DeKalb,GA,30319
1,8/1/18 16:23,8/1/18 16:52,33.767368,-84.388687,,,0,,I-75 N,R,Atlanta,Fulton,GA,30308
1,8/1/18 18:27,8/1/18 18:56,33.804977,-84.413017,,,0,,I-75 S,R,Atlanta,Fulton,GA,30318
1,8/1/18 18:46,8/1/18 19:15,33.788284,-84.390976,,,0,,GA-403 N,R,Atlanta,Fulton,GA,30309
1,8/1/18 20:10,8/1/18 20:40,33.823975,-84.352066,,,0,,Cheshire Bridge Rd NE,R,Atlanta,Fulton,GA,30324
1,8/1/18 20:35,8/1/18 21:05,33.912128,-84.378929,,,0,,Roswell Rd NE,R,Atlanta,Fulton,GA,30342
1,8/1/18 21:17,8/1/18 21:46,33.890282,-84.458275,,,0,,GA-407 E,R,Atlanta,Cobb,GA,30339
1,8/1/18 21:55,8/1/18 22:25,33.911934,-84.357536,,,0,,GA-400 S,R,Atlanta,Fulton,GA,30328
1,8/1/18 6:42,8/1/18 7:11,33.636292,-84.49218,,,0,4376,Washington Rd,L,Atlanta,Fulton,GA,30344-7006
1,8/1/18 8:04,8/1/18 9:04,33.690125,-84.500153,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30331
1,8/1/18 17:31,8/1/18 18:00,33.61673,-84.487503,,,0.349999994,,GA-403 S,R,Atlanta,Fulton,GA,30349
1,8/1/18 18:15,8/1/18 18:44,33.69104,-84.402016,,,0,,GA-403 S,R,Atlanta,Fulton,GA,30315
1,8/1/18 20:14,8/1/18 20:44,33.652248,-84.367104,,,0,,Jonesboro Rd SE,R,Atlanta,Fulton,GA,30354
1,8/2/18 6:36,8/2/18 7:06,33.920391,-84.314972,,,0,,GA-407 W,R,Atlanta,DeKalb,GA,30319
1,8/2/18 8:14,8/2/18 8:44,33.781532,-84.390869,,,0,110,10th St NW,L,Atlanta,Fulton,GA,30309-3810
1,8/2/18 8:16,8/2/18 8:46,33.881222,-84.453125,,,0,,Cumberland Blvd,R,Atlanta,Cobb,GA,30339
1,8/2/18 8:28,8/2/18 8:57,33.913116,-84.286316,,,0,,I-285 W,R,Atlanta,DeKalb,GA,30360
1,8/2/18 9:46,8/2/18 10:31,33.9039,-84.436455,,,0,,GA-407 E,R,Atlanta,Fulton,GA,30339
1,8/2/18 10:06,8/2/18 10:50,33.786728,-84.391312,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30309
1,8/2/18 10:15,8/2/18 11:00,33.722965,-84.502815,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30311
1,8/2/18 10:37,8/2/18 11:22,33.914009,-84.351822,,,0,,Peachtree Dunwoody Rd NE,R,Atlanta,Fulton,GA,30346
1,8/2/18 11:20,8/2/18 12:04,33.722965,-84.502815,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30311
1,8/2/18 11:25,8/2/18 12:09,33.74649,-84.430565,,,0,,GA-402 E,R,Atlanta,Fulton,GA,30310
0,8/2/18 12:05,8/2/18 12:49,33.81588,-84.366615,,,0,2161,Piedmont Rd NE,R,Atlanta,Fulton,GA,30324-4129
0,8/2/18 12:10,8/2/18 12:55,33.810081,-84.392822,,,0,2032,Peachtree Rd NE,L,Atlanta,Fulton,GA,30309
1,8/2/18 12:23,8/2/18 13:08,33.7369,-84.391853,,,0,,I-75 N,R,Atlanta,Fulton,GA,30315
0,8/2/18 12:50,8/2/18 13:35,33.852409,-84.380623,,,0,2,Piedmont Ctr NE,R,Atlanta,Fulton,GA,30305-1501
1,8/2/18 13:51,8/2/18 14:21,33.763969,-84.384048,,,0,335,Courtland St NE,R,Atlanta,Fulton,GA,30303-1212
0,8/2/18 13:52,8/2/18 14:37,33.851654,-84.360901,,,0,,Peachtree Rd NE,R,Atlanta,Fulton,GA,30326
1,8/2/18 14:16,8/2/18 15:01,33.819386,-84.360939,,,0,,GA-403 N,R,Atlanta,Fulton,GA,30324
1,8/2/18 14:32,8/2/18 15:17,33.743267,-84.368134,,,0,,GA-402 E,R,Atlanta,Fulton,GA,30312
1,8/2/18 15:09,8/2/18 15:38,33.918022,-84.338676,,,0,,GA-407 W,R,Atlanta,DeKalb,GA,30319
0,8/2/18 15:18,8/2/18 16:03,33.844006,-84.371536,,,0,3184,Piedmont Rd NE,L,Atlanta,Fulton,GA,30305-2508
1,8/2/18 16:11,8/2/18 16:40,33.746387,-84.347847,,,0.579999983,1220,Trenton St SE,R,Atlanta,DeKalb,GA,30316-1624
1,8/2/18 16:13,8/2/18 16:42,33.895813,-84.252571,,,0,,GA-403 N,R,Atlanta,DeKalb,GA,30340
0,8/2/18 16:30,8/2/18 17:15,33.852024,-84.369621,,,0,,Lenox Rd NE,R,Atlanta,Fulton,GA,30342
1,8/2/18 16:33,8/2/18 17:03,33.743401,-84.358208,,,0,,Bill Kennedy Way SE,R,Atlanta,Fulton,GA,30316
1,8/2/18 16:34,8/2/18 17:04,33.744511,-84.399605,,,0.379999995,,GA-402 E,R,Atlanta,Fulton,GA,30312
0,8/2/18 16:41,8/2/18 17:26,33.758179,-84.34922,,,0,164,Moreland Ave NE,L,Atlanta,Fulton,GA,30307-2625
1,8/2/18 16:50,8/2/18 17:19,33.881046,-84.270882,,,0,,I-85 N,R,Atlanta,DeKalb,GA,30340
1,8/2/18 17:26,8/2/18 17:56,33.863136,-84.437767,,,0,,I-75 N,R,Atlanta,Fulton,GA,30327
1,8/2/18 18:28,8/2/18 18:57,33.743694,-84.401367,,,0,,GA-402 E,R,Atlanta,Fulton,GA,30312
1,8/2/18 18:40,8/2/18 19:25,33.822479,-84.357925,,,0,,GA-403 N,R,Atlanta,Fulton,GA,30324
1,8/2/18 19:11,8/2/18 19:41,33.801102,-84.489426,,,0,,GA-407 N,R,Atlanta,Fulton,GA,30318
0,8/2/18 19:18,8/2/18 20:03,33.722534,-84.462761,,,0,2301,Fontaine Ave SW,L,Atlanta,Fulton,GA,30311
0,8/2/18 19:19,8/2/18 20:04,33.775162,-84.341553,,,0,1449,Ponce de Leon Ave NE,R,Atlanta,DeKalb,GA,30306
0,8/2/18 19:22,8/2/18 20:07,33.849556,-84.376755,,,0,3494,Piedmont Rd NE,L,Atlanta,Fulton,GA,30305-1732
1,8/2/18 19:37,8/2/18 20:06,33.74242,-84.330803,,,0,,GA-402 W,R,Atlanta,DeKalb,GA,30316
1,8/2/18 19:44,8/2/18 20:29,33.77129,-84.390472,,,0,,North Ave NW,R,Atlanta,Fulton,GA,30308
0,8/2/18 20:14,8/2/18 20:59,33.771263,-84.380356,,,0,221,North Ave NE,R,Atlanta,Fulton,GA,30308
0,8/2/18 5:27,8/2/18 5:57,33.689346,-84.400719,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30315
1,8/2/18 6:33,8/2/18 7:02,33.652248,-84.367104,,,0,,Jonesboro Rd SE,R,Atlanta,Fulton,GA,30354
1,8/2/18 9:31,8/2/18 10:16,33.681328,-84.411522,,,0,,Cleveland Ave SW,R,Atlanta,Fulton,GA,30315
1,8/2/18 9:54,8/2/18 10:53,33.690125,-84.500153,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30331
1,8/2/18 11:06,8/2/18 11:50,33.652248,-84.367104,,,0,,Jonesboro Rd SE,R,Atlanta,Fulton,GA,30354
1,8/2/18 11:18,8/2/18 12:01,33.652248,-84.367104,,,0,,Jonesboro Rd SE,R,Atlanta,Fulton,GA,30354
0,8/2/18 12:11,8/2/18 12:55,33.681152,-84.401192,,,0,2698,Beeler Dr SW,L,Atlanta,Fulton,GA,30315
1,8/2/18 12:09,8/2/18 12:38,33.693718,-84.500229,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30331
1,8/2/18 12:19,8/2/18 13:04,33.681328,-84.411522,,,0,,Cleveland Ave SW,R,Atlanta,Fulton,GA,30315
1,8/2/18 12:30,8/2/18 13:15,33.688976,-84.400078,,,0,,I-75 N,R,Atlanta,Fulton,GA,30315
0,8/2/18 12:45,8/2/18 13:30,33.69558,-84.527863,,,0,2148,Niskey Lake Rd SW,L,Atlanta,Fulton,GA,30331-6550
1,8/2/18 18:35,8/2/18 19:20,33.652431,-84.396278,,,0,,Porsche Ave,R,Atlanta,Fulton,GA,30354
1,8/2/18 19:12,8/2/18 19:42,33.64109,-84.375732,,,0,,GA-407 E,R,Atlanta,Clayton,GA,30354
1,8/2/18 19:13,8/2/18 19:43,33.664948,-84.418961,,,0,,I-85 N,R,Atlanta,Fulton,GA,30354
1,8/3/18 3:59,8/3/18 4:29,33.803047,-84.407753,,,0,,Northside Dr NW,R,Atlanta,Fulton,GA,30318
1,8/3/18 3:59,8/3/18 4:29,33.805141,-84.413338,,,0,,Howell Mill Rd NW,R,Atlanta,Fulton,GA,30318
1,8/3/18 5:14,8/3/18 5:44,33.793884,-84.393311,,,0,,I-75 S,R,Atlanta,Fulton,GA,30363
1,8/3/18 5:58,8/3/18 6:27,33.7369,-84.391853,,,0,,I-75 N,R,Atlanta,Fulton,GA,30315
0,8/3/18 7:18,8/3/18 7:48,33.752411,-84.34922,,,0,,Wylie St SE,R,Atlanta,DeKalb,GA,30317
0,8/3/18 8:11,8/3/18 8:40,33.982327,-84.341644,,,0,,Northridge Rd,R,Atlanta,Fulton,GA,30350
1,8/3/18 8:28,8/3/18 8:58,33.917973,-84.338135,,,0,,Ashford Dunwoody Rd NE,R,Atlanta,DeKalb,GA,30319
0,8/3/18 8:34,8/3/18 9:04,33.736897,-84.349289,,,0,,Pendleton St SE,R,Atlanta,DeKalb,GA,30316
1,8/3/18 8:38,8/3/18 9:07,33.7369,-84.391853,,,0,,I-75 N,R,Atlanta,Fulton,GA,30315
1,8/3/18 8:55,8/3/18 9:25,33.745556,-84.349213,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30316
1,8/3/18 10:04,8/3/18 10:34,33.918159,-84.337524,,,0,,GA-407 E,R,Atlanta,DeKalb,GA,30319
1,8/3/18 10:13,8/3/18 10:58,33.754379,-84.378365,,,0,,Edgewood Ave SE,R,Atlanta,Fulton,GA,30312
0,8/3/18 10:12,8/3/18 10:57,33.843887,-84.371025,,,0,,Peachtree Rd NE,R,Atlanta,Fulton,GA,30305
1,8/3/18 10:31,8/3/18 11:16,33.795303,-84.392044,,,0,,I-75 N,R,Atlanta,Fulton,GA,30309
1,8/3/18 11:04,8/3/18 11:49,33.744976,-84.390343,,,0,,I-75 S,R,Atlanta,Fulton,GA,30312
1,8/3/18 11:05,8/3/18 11:35,33.721405,-84.395103,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30315
1,8/3/18 14:34,8/3/18 15:02,33.742332,-84.391418,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30312
0,8/3/18 15:59,8/3/18 16:28,33.817024,-84.361908,,,0,,GA-13 S,R,Atlanta,Fulton,GA,30324
0,8/3/18 16:01,8/3/18 16:30,33.918823,-84.357941,,,0,,GA-400 S,R,Atlanta,Fulton,GA,30328
0,8/3/18 16:10,8/3/18 16:55,33.713814,-84.368591,,,0,1498,Boulevard SE,L,Atlanta,Fulton,GA,30315-3038
0,8/3/18 16:10,8/3/18 16:55,33.76997,-84.34903,,,0,,Vaud Ave NE,R,Atlanta,Fulton,GA,30307
0,8/3/18 16:20,8/3/18 17:05,33.767731,-84.512749,,,0,3799,Martin Luther King Jr Dr SW,R,Atlanta,Fulton,GA,30331-3523
1,8/3/18 16:31,8/3/18 17:16,33.744976,-84.390343,,,0,,I-75 S,R,Atlanta,Fulton,GA,30312
0,8/3/18 16:59,8/3/18 17:44,33.712662,-84.439484,,,0,1567,Campbellton Rd SW,R,Atlanta,Fulton,GA,30311-4036
1,8/3/18 17:05,8/3/18 17:50,33.795303,-84.392044,,,0,,I-75 N,R,Atlanta,Fulton,GA,30309
0,8/3/18 17:23,8/3/18 18:08,33.759689,-84.38755,,,0,209,Peachtree St NE,R,Atlanta,Fulton,GA,30303-1705
1,8/3/18 7:26,8/3/18 7:55,33.620445,-84.47348,,,0,,Old National Hwy,R,Atlanta,Fulton,GA,30337
0,8/3/18 8:35,8/3/18 9:04,33.681293,-84.407715,,,0,,Metropolitan Pkwy SW,R,Atlanta,Fulton,GA,30315
0,8/3/18 8:27,8/3/18 9:12,33.683079,-84.622398,,,0,2490,Cascade Palmetto Hwy SW,L,Atlanta,Fulton,GA,30331
1,8/3/18 9:22,8/3/18 10:06,33.610828,-84.486496,,,0,,GA-403 S,R,Atlanta,Fulton,GA,30349
1,8/3/18 13:36,8/3/18 14:21,33.690125,-84.500153,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30331
1,8/3/18 13:39,8/3/18 14:08,33.660908,-84.497757,,,0,3338,Redwine Rd,L,Atlanta,Fulton,GA,30344
1,8/3/18 14:35,8/3/18 15:05,33.591347,-84.502724,,,0,,GA-403 N,R,Atlanta,Fulton,GA,30349
1,8/3/18 16:27,8/3/18 17:27,33.652252,-84.396339,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30354
1,8/4/18 9:02,8/4/18 9:32,33.913116,-84.286316,,,0,,I-285 W,R,Atlanta,DeKalb,GA,30360
1,8/4/18 14:14,8/4/18 14:43,33.722965,-84.502815,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30311
1,8/4/18 17:35,8/4/18 18:04,33.743271,-84.379326,,,0,,GA-402 E,R,Atlanta,Fulton,GA,30312
1,8/4/18 17:52,8/4/18 18:37,33.722965,-84.502815,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30311
1,8/4/18 17:51,8/4/18 18:21,33.74511,-84.389709,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30312
1,8/4/18 21:18,8/4/18 21:47,33.744976,-84.390343,,,0,,I-75 S,R,Atlanta,Fulton,GA,30312
1,8/4/18 21:40,8/4/18 22:09,33.759472,-84.378876,,,0,,I-75 N,R,Atlanta,Fulton,GA,30312
1,8/5/18 7:25,8/5/18 7:55,33.920391,-84.314781,,,0,,Chamblee Dunwoody Rd,R,Atlanta,DeKalb,GA,30341
1,8/5/18 10:49,8/5/18 11:18,33.722115,-84.394592,,,0,,University Ave SW,R,Atlanta,Fulton,GA,30315
0,8/5/18 13:18,8/5/18 13:48,33.852024,-84.369621,,,0,,Lenox Rd NE,R,Atlanta,Fulton,GA,30342
1,8/5/18 17:43,8/5/18 18:12,33.8237,-84.351959,,,0,,GA-403 N,R,Atlanta,Fulton,GA,30324
1,8/5/18 17:58,8/5/18 18:28,33.794971,-84.393013,,,0,,GA-403 N,R,Atlanta,Fulton,GA,30309
1,8/5/18 22:15,8/5/18 22:44,33.745392,-84.389809,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30312
1,8/5/18 22:15,8/5/18 22:45,33.748421,-84.385094,,,0,,I-75 S,R,Atlanta,Fulton,GA,30312
1,8/5/18 14:31,8/5/18 15:01,33.684116,-84.407883,,,0,,GA-403 N,R,Atlanta,Fulton,GA,30315
1,8/6/18 5:49,8/6/18 6:34,33.890423,-84.460732,,,0,,GA-407 W,R,Atlanta,Cobb,GA,30339
1,8/6/18 5:52,8/6/18 6:21,33.908504,-84.429779,,,0,,GA-407 W,R,Atlanta,Fulton,GA,30327
1,8/6/18 5:53,8/6/18 6:22,33.757103,-84.468964,,,0,,Hamilton E Holmes Dr NW,R,Atlanta,Fulton,GA,30318
0,8/6/18 7:01,8/6/18 7:31,33.77113,-84.362297,,,0,613,Somerset Ter NE,R,Atlanta,Fulton,GA,30306-4318
0,8/6/18 7:03,8/6/18 7:33,33.810867,-84.47644,,,0,2017,James Jackson Pkwy NW,R,Atlanta,Fulton,GA,30318-1012
1,8/6/18 8:49,8/6/18 9:19,33.757103,-84.468964,,,0,,Hamilton E Holmes Dr NW,R,Atlanta,Fulton,GA,30318
1,8/6/18 9:20,8/6/18 10:04,33.821548,-84.359383,,,0,,GA-403 N,R,Atlanta,Fulton,GA,30324
0,8/6/18 9:41,8/6/18 10:27,33.732338,-84.380974,,,0,210,South Ave SE,L,Atlanta,Fulton,GA,30315-1362
0,8/6/18 11:03,8/6/18 11:48,33.747608,-84.34922,,,0,211,Moreland Ave SE,R,Atlanta,Fulton,GA,30316-1448
1,8/6/18 11:10,8/6/18 11:54,33.76017,-84.37928,,,0,,I-75 N,R,Atlanta,Fulton,GA,30308
0,8/6/18 11:35,8/6/18 12:20,33.745556,-84.349213,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30316
0,8/6/18 13:32,8/6/18 14:17,33.821323,-84.367523,,,0,,Piedmont Rd NE,R,Atlanta,Fulton,GA,30324
0,8/6/18 14:32,8/6/18 15:16,33.761852,-84.507942,,,0,3655,Martin Luther King Jr Dr SW,R,Atlanta,Fulton,GA,30331-3710
1,8/6/18 14:42,8/6/18 15:27,33.765018,-84.493874,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30331
0,8/6/18 14:51,8/6/18 15:36,33.841213,-84.379105,,,0,3151,Roswell Rd NW,R,Atlanta,Fulton,GA,30305-1842
0,8/6/18 15:05,8/6/18 15:49,33.757107,-84.382217,,,0,98,Piedmont Ave NE,L,Atlanta,Fulton,GA,30303-2518
0,8/6/18 15:13,8/6/18 15:58,33.773834,-84.354164,,,0,1019,Ponce de Leon Ave NE,R,Atlanta,Fulton,GA,30306-4215
0,8/6/18 16:07,8/6/18 16:51,33.751057,-84.34922,,,0,86,Moreland Ave SE,L,Atlanta,DeKalb,GA,30316-1675
0,8/6/18 16:05,8/6/18 16:49,33.905621,-84.357964,,,0,,GA-400 N,R,Atlanta,Fulton,GA,30342
1,8/6/18 16:34,8/6/18 17:18,33.744976,-84.390343,,,0,,I-75 S,R,Atlanta,Fulton,GA,30312
1,8/6/18 16:34,8/6/18 17:19,33.831833,-84.426376,,,0,,I-75 N,R,Atlanta,Fulton,GA,30327
0,8/6/18 17:11,8/6/18 17:56,33.781494,-84.38781,,,0,2,10th St NE,L,Atlanta,Fulton,GA,30309
1,8/6/18 17:40,8/6/18 18:25,33.764622,-84.492882,,,0,,I-285 N,R,Atlanta,Fulton,GA,30318
1,8/6/18 17:40,8/6/18 18:09,33.786896,-84.493134,,,0,,Donald Lee Hollowell Pkwy NW,R,Atlanta,Fulton,GA,30331
0,8/6/18 18:12,8/6/18 18:57,33.751602,-84.487869,,,0,3075,Martin Luther King Jr Dr SW,R,Atlanta,Fulton,GA,30311-1511
1,8/6/18 18:14,8/6/18 18:59,33.744976,-84.390343,,,0,,I-75 S,R,Atlanta,Fulton,GA,30312
0,8/6/18 18:23,8/6/18 19:08,33.758179,-84.34922,,,0,164,Moreland Ave NE,L,Atlanta,Fulton,GA,30307-2625
0,8/6/18 18:34,8/6/18 19:18,33.812462,-84.366653,,,0,2105,Piedmont Rd NE,R,Atlanta,Fulton,GA,30324-4130
1,8/6/18 18:35,8/6/18 19:04,33.894821,-84.464455,,,0,,GA-401 N,R,Atlanta,Cobb,GA,30339
1,8/6/18 19:11,8/6/18 19:41,33.892258,-84.258324,,,0,,GA-403 N,R,Atlanta,DeKalb,GA,30340
1,8/6/18 19:15,8/6/18 20:00,33.722111,-84.394989,,,0,,I-75 S,R,Atlanta,Fulton,GA,30315
1,8/6/18 19:35,8/6/18 20:20,33.764725,-84.492844,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30318
0,8/6/18 20:16,8/6/18 21:01,33.727161,-84.407944,,,0,601,Brookline St SW,R,Atlanta,Fulton,GA,30310-3412
1,8/6/18 6:33,8/6/18 7:03,33.640976,-84.399902,,,0,,GA-401 N,R,Atlanta,Clayton,GA,30354
1,8/6/18 8:43,8/6/18 9:13,33.690125,-84.500153,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30331
0,8/6/18 18:21,8/6/18 19:06,33.690125,-84.500153,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30331
1,8/6/18 19:15,8/6/18 19:59,33.652248,-84.367104,,,0,,Jonesboro Rd SE,R,Atlanta,Fulton,GA,30354
1,8/7/18 3:52,8/7/18 4:21,33.89185,-84.259369,,,0,,I-285 E,R,Atlanta,DeKalb,GA,30340
1,8/7/18 6:32,8/7/18 7:02,33.764622,-84.493027,,,0,,I-285 N,R,Atlanta,Fulton,GA,30318
1,8/7/18 6:39,8/7/18 7:09,33.754379,-84.378365,,,0,,Edgewood Ave SE,R,Atlanta,Fulton,GA,30312
1,8/7/18 6:43,8/7/18 7:13,33.744976,-84.390343,,,0,,I-75 S,R,Atlanta,Fulton,GA,30312
0,8/7/18 6:50,8/7/18 7:19,33.772301,-84.348999,,,0,659,Moreland Ave NE,R,Atlanta,Fulton,GA,30307-1521
1,8/7/18 7:07,8/7/18 7:36,33.908504,-84.429779,,,0,,GA-407 W,R,Atlanta,Fulton,GA,30327
1,8/7/18 7:08,8/7/18 7:38,33.912716,-84.424568,,,0,,GA-407 E,R,Atlanta,Fulton,GA,30327
1,8/7/18 7:16,8/7/18 7:46,33.753635,-84.495628,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30311
1,8/7/18 7:23,8/7/18 7:52,33.74424,-84.387733,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30312
0,8/7/18 7:34,8/7/18 8:03,33.754593,-84.402802,,,0,4,Northside Dr SW,L,Atlanta,Fulton,GA,30313
